cep;endereco;id_bairro;id_cidade;id_estado;id_regiao;tipo;logradouro;latitude;longitude;ativo
85139400;"";54814;4311;18;5;"";"";-25.39306000;-51.45677000;true
85139500;"";54814;4311;18;5;"";"";-25.39306000;-51.45677000;true
85139700;"";54814;4311;18;5;"";"";-25.39306000;-51.45677000;true
85139850;"";54814;4311;18;5;"";"";-25.39306000;-51.45677000;true
85140000;"";54814;4476;18;5;"";"";-25.56719000;-52.04963000;true
85140990;Rua Cacique Candói, s/n;54814;4476;18;5;Rua;Cacique Candói, s/n;-25.66979000;-52.12365000;true
85140992;Rua Principal, s/n;54814;4476;18;5;Rua;Principal, s/n;-25.49909000;-49.20448000;true
85140993;Avenida Egídio Antônio A. Turra, s/n;54814;4476;18;5;Avenida;Egídio Antônio A. Turra, s/n;-25.46758640;-51.93685450;true
85140994;Rua Principal, s/n;54814;4476;18;5;Rua;Principal, s/n;-25.49909000;-49.20448000;true
85145000;"";54814;4477;18;5;"";"";-25.73925000;-52.12084000;true
85148000;"";54814;4478;18;5;"";"";-25.10685000;-51.80805000;true
85150000;"";54814;4479;18;5;"";"";-25.04823000;-51.53893000;true
85155000;"";54814;4480;18;5;"";"";-25.57116000;-51.08018000;true
85160000;"";54814;4481;18;5;"";"";-25.37669000;-52.12012000;true
85162000;"";54814;4482;18;5;"";"";-25.19232000;-51.99179000;true
85164000;"";54814;4482;18;5;"";"";-25.19232000;-51.99179000;true
85167000;"";54814;4482;18;5;"";"";-25.19232000;-51.99179000;true
85168000;"";54814;4483;18;5;"";"";-25.10913000;-52.25072000;true
85170000;"";54814;4484;18;5;"";"";-25.70094000;-51.64106000;true
85175000;"";54814;4484;18;5;"";"";-25.70094000;-51.64106000;true
85180000;"";54814;4484;18;5;"";"";-25.70094000;-51.64106000;true
85190000;"";54814;4484;18;5;"";"";-25.70094000;-51.64106000;true
85193000;"";54814;4484;18;5;"";"";-25.70094000;-51.64106000;true
85195000;"";54814;4485;18;5;"";"";-25.83096000;-52.02783000;true
85198000;"";54814;4485;18;5;"";"";-25.83486230;-52.02597270;true
85200000;"";54814;4486;18;5;"";"";-24.75517000;-51.76360000;true
85216000;"";54814;4486;18;5;"";"";-24.75517000;-51.76360000;true
85225000;"";54814;4487;18;5;"";"";-24.88171000;-51.54477000;true
85230000;"";54814;4488;18;5;"";"";-24.94079000;-51.87136000;true
85235000;"";54814;4488;18;5;"";"";-24.94079000;-51.87136000;true
85240000;"";54814;4489;18;5;"";"";-24.70494000;-52.15025000;true
85245000;"";54814;4489;18;5;"";"";-24.70494000;-52.15025000;true
85250000;"";54814;4490;18;5;"";"";-24.43781000;-51.94658000;true
85255000;"";54814;4490;18;5;"";"";-24.43781000;-51.94658000;true
85260000;"";54814;4491;18;5;"";"";-24.51942260;-51.67232200;true
85265990;Rua Principal, s/n;54814;4491;18;5;Rua;Principal, s/n;-24.51766000;-51.67490000;true
85267000;"";54814;4491;18;5;"";"";-24.51766000;-51.67490000;true
85270000;"";54814;4492;18;5;"";"";-24.88495000;-52.20979000;true
85275000;"";54814;4493;18;5;"";"";-24.88940000;-52.47135000;true
85280000;"";54814;4494;18;5;"";"";-24.79904000;-52.71499000;true
85320000;"";54814;4495;18;5;"";"";-25.41134000;-52.41184000;true
85321000;"";54814;4495;18;5;"";"";-25.41134000;-52.41184000;true
85322000;"";54814;4495;18;5;"";"";-25.41134000;-52.41184000;true
85323000;"";54814;4495;18;5;"";"";-25.41134000;-52.41184000;true
85324000;"";54814;4495;18;5;"";"";-25.41134000;-52.41184000;true
85325000;"";54814;4495;18;5;"";"";-25.41134000;-52.41184000;true
85326000;"";54814;4495;18;5;"";"";-25.40795040;-52.41347460;true
85330000;"";54814;4495;18;5;"";"";-25.41134000;-52.41184000;true
85340000;"";54814;4496;18;5;"";"";-25.48946000;-52.52767000;true
85345000;"";54814;4497;18;5;"";"";-25.54817770;-52.38263050;true
85345990;Avenida Principal, s/n;54814;4497;18;5;Avenida;Principal, s/n;-25.54732000;-52.40769000;true
85348000;"";54814;4497;18;5;"";"";-25.54732000;-52.40769000;true
85350000;"";54814;4498;18;5;"";"";-25.30783000;-52.53782000;true
85350990;Rua Santa Catarina, s/n;54814;4498;18;5;Rua;Santa Catarina, s/n;-25.30755000;-52.53654000;true
85408990;Rua Juscelino Kubitschek, s/n;54814;4501;18;5;Rua;Juscelino Kubitschek, s/n;-25.04423150;-52.67992650;true
85410000;"";54814;4502;18;5;"";"";-24.52779000;-53.25830000;true
85412000;"";54814;4502;18;5;"";"";-24.52779000;-53.25830000;true
85413000;"";54814;4502;18;5;"";"";-24.52779000;-53.25830000;true
85415000;"";54814;4503;18;5;"";"";-24.61780000;-53.32233000;true
85415990;Avenida Principal, s/n;54814;4503;18;5;Avenida;Principal, s/n;-25.66521000;-49.16882000;true
85420000;"";54814;4504;18;5;"";"";-24.79797000;-53.29237000;true
85420990;Avenida Castelo Branco,133;54814;4504;18;5;Avenida;Castelo Branco,133;-24.80952000;-53.30070000;true
85422000;"";54814;4504;18;5;"";"";-24.79797000;-53.29237000;true
85423000;"";54814;4505;18;5;"";"";-24.71193000;-53.08747000;true
85423990;Rua Doze de Outubro, s/n;54814;4505;18;5;Rua;Doze de Outubro, s/n;-24.71586000;-53.08838000;true
85425000;"";54814;4506;18;5;"";"";-24.64835000;-53.13570000;true
85430000;"";54814;4507;18;5;"";"";-24.81756000;-53.12054000;true
85440000;"";54814;4508;18;5;"";"";-24.54050000;-52.98909000;true
85445000;"";54814;4508;18;5;"";"";-24.54050000;-52.98909000;true
85450000;"";54814;4509;18;5;"";"";-25.02869000;-52.99428000;true
85460000;"";54814;4510;18;5;"";"";-25.44039000;-52.92159000;true
85460990;Rua Indaiá, s/n;54814;4510;18;5;Rua;Indaiá, s/n;-25.43804000;-52.86897000;true
85465000;"";54814;4511;18;5;"";"";-25.42234000;-52.83444000;true
85470000;"";54814;4512;18;5;"";"";-25.20373000;-53.15414000;true
85478000;"";54814;4513;18;5;"";"";-25.11493000;-53.01439000;true
85485000;"";54814;4514;18;5;"";"";-25.41869000;-53.18260000;true
85496000;"";54814;4514;18;5;"";"";-25.41869000;-53.18260000;true
85509990;Rua Frederico Klin, 25;54814;4515;18;5;Rua;Frederico Klin, 25;-26.24688000;-52.68772000;true
85513990;Avenida Nossa Senhora Aparecida, 132;54814;4515;18;5;Avenida;Nossa Senhora Aparecida, 132;-26.22548460;-52.67022700;true
85514000;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514100;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514150;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514200;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514250;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514300;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514350;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514400;"";54814;4515;18;5;"";"";-26.22972020;-52.67113560;true
85514450;"";54814;4515;18;5;"";"";-26.22972020;-52.67113560;true
85514500;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514550;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514600;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514650;"";54814;4515;18;5;"";"";-26.22972020;-52.67113560;true
85514700;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514800;"";54814;4515;18;5;"";"";-26.26894000;-52.70662000;true
85514850;"";54814;4515;18;5;"";"";-26.28507660;-52.67113560;true
85515000;"";54814;4516;18;5;"";"";-26.07423000;-52.83794000;true
85515990;Rua Cândido Melo, 290;54814;4516;18;5;Rua;Cândido Melo, 290;-26.07392000;-52.83429000;true
85520000;"";54814;4517;18;5;"";"";-26.26729000;-52.78607000;true
85520990;Rua Mato Grosso;54814;4517;18;5;Rua;Mato Grosso;-23.08366000;-52.47271000;true
85520991;Avenida das Araucárias;54814;4517;18;5;Avenida;das Araucárias;-23.31989000;-51.39167000;true
85525000;"";54814;4518;18;5;"";"";-26.35023000;-52.55257000;true
85526000;"";54814;4518;18;5;"";"";-26.35023000;-52.55257000;true
85528000;"";54814;4518;18;5;"";"";-26.35023000;-52.55257000;true
85530000;"";54814;4519;18;5;"";"";-26.41705000;-52.38489000;true
85534000;"";54814;4519;18;5;"";"";-26.41705000;-52.38489000;true
85536000;"";54814;4519;18;5;"";"";-26.41705000;-52.38489000;true
85538000;"";54814;4519;18;5;"";"";-26.41705000;-52.38489000;true
85540000;"";54814;4520;18;5;"";"";-25.94143000;-52.17732000;true
85540990;Rodovia PR-281, Km 430;54814;4520;18;5;Rodovia;PR-281, Km 430;-25.94143000;-52.17732000;true
85545000;"";54814;4520;18;5;"";"";-25.94143000;-52.17732000;true
85548000;"";54814;4521;18;5;"";"";-26.14195000;-52.38615000;true
85548990;Rua São Francisco, s/n;54814;4521;18;5;Rua;São Francisco, s/n;-26.14338770;-52.38578320;true
85550000;"";54814;4522;18;5;"";"";-26.00365000;-52.56313000;true
85550990;Rodovia BR-373, Km 460;54814;4522;18;5;Rodovia;BR-373, Km 460;-25.96525000;-52.48230000;true
85550991;Av. Vereador Orlando Ferri;54814;4522;18;5;Av.;Vereador Orlando Ferri;-26.00738000;-52.56845000;true
85554000;"";54814;4522;18;5;"";"";-26.00365000;-52.56313000;true
85555000;"";54814;4523;18;5;"";"";-26.47885860;-51.99577260;true
85556000;"";54814;4523;18;5;"";"";-26.48425000;-51.99108000;true
85557000;"";54814;4524;18;5;"";"";-26.22766000;-52.03154000;true
85557990;Avenida Araucária, s/n;54814;4524;18;5;Avenida;Araucária, s/n;-26.22884000;-52.03138000;true
85558000;"";54814;4524;18;5;"";"";-26.22766000;-52.03154000;true
85559000;"";54814;4524;18;5;"";"";-26.22766000;-52.03154000;true
85560000;"";54814;4525;18;5;"";"";-25.85591000;-52.52805000;true
85560990;Rua das Orquídeas, 3472;54814;4525;18;5;Rua;das Orquídeas, 3472;-25.85779000;-52.54953000;true
85560991;Rua Tiradentes, 3667;54814;4525;18;5;Rua;Tiradentes, 3667;-25.86102000;-52.52809000;true
85562000;"";54814;4525;18;5;"";"";-25.85591000;-52.52805000;true
85563000;"";54814;4525;18;5;"";"";-25.85591000;-52.52805000;true
85565000;"";54814;4526;18;5;"";"";-25.70130000;-52.72974000;true
85568000;"";54814;4527;18;5;"";"";-25.69220000;-52.61939000;true
85568990;Avenida Iguaçu, s/n;54814;4527;18;5;Avenida;Iguaçu, s/n;-25.69847000;-52.61975000;true
85570000;"";54814;4528;18;5;"";"";-25.82144000;-52.72897000;true
85571000;"";54814;4528;18;5;"";"";-25.82144000;-52.72897000;true
85572000;"";54814;4528;18;5;"";"";-25.82145000;-52.72892000;true
85573000;"";54814;4528;18;5;"";"";-25.82144000;-52.72897000;true
85575000;"";54814;4529;18;5;"";"";-25.70227000;-52.91265000;true
85577000;"";54814;4529;18;5;"";"";-25.70227000;-52.91265000;true
85578000;"";54814;4529;18;5;"";"";-25.70227000;-52.91265000;true
85579000;"";54814;4529;18;5;"";"";-25.70227000;-52.91265000;true
85580000;"";54814;4530;18;5;"";"";-25.96242000;-52.81454000;true
85582000;"";54814;4530;18;5;"";"";-25.96242000;-52.81454000;true
85584000;"";54814;4530;18;5;"";"";-25.96242000;-52.81454000;true
85585000;"";54814;4531;18;5;"";"";-25.87670000;-52.90778000;true
85587000;"";54814;4531;18;5;"";"";-25.87670000;-52.90778000;true
85588000;"";54814;4531;18;5;"";"";-25.87670000;-52.90778000;true
85598000;"";54814;4532;18;5;"";"";-25.61874000;-53.12701000;true
85598990;Rua das Palmeiras, 558;54814;4532;18;5;Rua;das Palmeiras, 558;-25.61458710;-53.12587150;true
85650000;"";54814;4542;18;5;"";"";-25.82367000;-53.48122000;true
85607000;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85608000;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609000;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609100;"";54814;4533;18;5;"";"";-26.07794480;-53.05199000;true
85609150;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609200;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609250;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609300;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609350;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609400;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609450;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609500;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609600;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609700;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85609800;"";54814;4533;18;5;"";"";-26.08021000;-53.05495000;true
85610000;"";54814;4534;18;5;"";"";-26.15806000;-52.97335000;true
85612000;"";54814;4534;18;5;"";"";-26.15806000;-52.97335000;true
85613000;"";54814;4534;18;5;"";"";-26.15806000;-52.97335000;true
85615000;"";54814;4535;18;5;"";"";-26.14657000;-53.02528000;true
85618000;"";54814;4536;18;5;"";"";-26.25580000;-53.30771000;true
85618990;Rua João Arisi, 111;54814;4536;18;5;Rua;João Arisi, 111;-26.25683130;-53.31051460;true
85620000;"";54814;4537;18;5;"";"";-26.17850000;-53.36072000;true
85625000;"";54814;4537;18;5;"";"";-26.17814460;-53.36362660;true
85628000;"";54814;4538;18;5;"";"";-26.14367000;-53.31186000;true
85628990;Rua Principal, s/n;54814;4538;18;5;Rua;Principal, s/n;-26.14367000;-53.31186000;true
85630000;"";54814;4539;18;5;"";"";-25.94485000;-53.15479000;true
85633000;"";54814;4539;18;5;"";"";-25.94351980;-53.16375030;true
85634000;"";54814;4539;18;5;"";"";-25.94486000;-53.15489000;true
85635000;"";54814;4540;18;5;"";"";-25.89209000;-53.26546000;true
85635990;Avenida Iguaçu, s/n;54814;4540;18;5;Avenida;Iguaçu, s/n;-25.90114000;-53.26128000;true
85640000;"";54814;4541;18;5;"";"";-25.91694000;-53.47296000;true
85645000;"";54814;4541;18;5;"";"";-25.91694000;-53.47296000;true
85652000;"";54814;4542;18;5;"";"";-25.82367000;-53.48122000;true
85653000;"";54814;4542;18;5;"";"";-25.82367000;-53.48122000;true
85654000;"";54814;4542;18;5;"";"";-25.82367000;-53.48122000;true
85655000;"";54814;4542;18;5;"";"";-25.82213100;-53.48065600;true
85656000;"";54814;4542;18;5;"";"";-25.82367000;-53.48122000;true
85660000;"";54814;4543;18;5;"";"";-25.75536000;-53.05962000;true
85667000;"";54814;4543;18;5;"";"";-25.75536000;-53.05962000;true
85668000;"";54814;4543;18;5;"";"";-25.75536000;-53.05962000;true
85670000;"";54814;4544;18;5;"";"";-25.78042000;-53.30860000;true
85678000;"";54814;4544;18;5;"";"";-25.78042000;-53.30860000;true
85680000;"";54814;4545;18;5;"";"";-25.63492000;-53.21322000;true
85680990;Rua Demétrio Pinzon, 16;54814;4545;18;5;Rua;Demétrio Pinzon, 16;-25.63488000;-53.21898000;true
85685000;"";54814;4546;18;5;"";"";-25.63592000;-53.34449000;true
85700000;"";54814;4547;18;5;"";"";-26.25253000;-53.63498000;true
85705000;"";54814;4547;18;5;"";"";-26.25253000;-53.63498000;true
85708000;"";54814;4548;18;5;"";"";-26.19256000;-53.60041000;true
85708990;Avenida Ipiranga, 72;54814;4548;18;5;Avenida;Ipiranga, 72;-26.19661000;-53.59732000;true
85710000;"";54814;4549;18;5;"";"";-26.06922000;-53.72585000;true
85720000;"";54814;4549;18;5;"";"";-26.06922000;-53.72585000;true
85725000;"";54814;4549;18;5;"";"";-26.06922000;-53.72585000;true
85727000;"";54814;4550;18;5;"";"";-26.03341000;-53.48324000;true
85727990;Avenida São Roque, 178;54814;4550;18;5;Avenida;São Roque, 178;-26.03328000;-53.48473000;true
85729000;"";54814;4550;18;5;"";"";-26.03341000;-53.48324000;true
85730000;"";54814;4551;18;5;"";"";-26.02139880;-53.74109440;true
85735000;"";54814;4551;18;5;"";"";-26.02139880;-53.74109440;true
85740000;"";54814;4552;18;5;"";"";-25.82271000;-53.74418000;true
85743000;"";54814;4552;18;5;"";"";-25.82271000;-53.74418000;true
85745000;"";54814;4553;18;5;"";"";-25.87601000;-53.66772000;true
85887000;"";54814;4574;18;5;"";"";-25.24264000;-53.97807000;true
85745990;Avenida Rio Grande do Sul, 107;54814;4553;18;5;Avenida;Rio Grande do Sul, 107;-25.88177800;-53.66618100;true
85750000;"";54814;4554;18;5;"";"";-25.71126000;-53.77328000;true
85752000;"";54814;4554;18;5;"";"";-25.71126000;-53.77328000;true
85754000;"";54814;4554;18;5;"";"";-25.71126000;-53.77328000;true
85758000;"";54814;4554;18;5;"";"";-25.71126000;-53.77328000;true
85760000;"";54814;4555;18;5;"";"";-25.67981000;-53.80315000;true
85763000;"";54814;4555;18;5;"";"";-25.66539930;-53.80829900;true
85765000;"";54814;4555;18;5;"";"";-25.67981000;-53.80315000;true
85767000;"";54814;4555;18;5;"";"";-25.67981000;-53.80315000;true
85770000;"";54814;4556;18;5;"";"";-25.77090000;-53.53651000;true
85773000;"";54814;4556;18;5;"";"";-25.77073000;-53.53664000;true
85775000;"";54814;4556;18;5;"";"";-25.77090000;-53.53651000;true
85776000;"";54814;4556;18;5;"";"";-25.77090000;-53.53651000;true
85778000;"";54814;4556;18;5;"";"";-25.77090000;-53.53651000;true
85779000;"";54814;4556;18;5;"";"";-25.77090000;-53.53651000;true
85780000;"";54814;4557;18;5;"";"";-25.43611000;-53.40847000;true
85790000;"";54814;4558;18;5;"";"";-25.48870000;-53.60819000;true
85794000;"";54814;4558;18;5;"";"";-25.48870000;-53.60819000;true
85795000;"";54814;4559;18;5;"";"";-25.41050000;-53.56899000;true
85822860;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85822880;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85821000;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85822000;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85822500;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85822550;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85822600;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85822650;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85822700;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85822750;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85822800;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85822850;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85823500;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85823550;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85823600;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85823650;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85823700;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85823750;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85823800;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85823850;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85823880;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85823950;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85823990;Rodovia BR-277, km 577;54814;4560;18;5;Rodovia;BR-277, km 577;-24.96445000;-53.48276000;true
85824000;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85824500;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85824600;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85824650;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85824700;"";54814;4560;18;5;"";"";-24.95777710;-53.45951120;true
85824750;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85824800;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85824850;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85824870;"";54814;4560;18;5;"";"";-24.96363000;-53.45366000;true
85825000;"";54814;4561;18;5;"";"";-25.05093000;-53.62053000;true
85826000;"";54814;4562;18;5;"";"";-25.25872000;-53.57626000;true
85830000;"";54814;4563;18;5;"";"";-24.29801000;-53.31386000;true
85833000;"";54814;4564;18;5;"";"";-24.42883000;-53.35476000;true
85835000;"";54814;4565;18;5;"";"";-24.38449000;-53.38987000;true
85837000;"";54814;4565;18;5;"";"";-24.38449000;-53.38987000;true
85840000;"";54814;4566;18;5;"";"";-25.14942000;-53.84538000;true
85845000;"";54814;4567;18;5;"";"";-25.05769000;-53.87922000;true
85853990;Rua Astorga, s/n;54814;4568;18;5;Rua;Astorga, s/n;-25.60683000;-54.52124000;true
85892000;"";54814;4577;18;5;"";"";-24.85684000;-54.33355000;true
85864990;Rua Estanislau Ponte Preta, 144;54814;4568;18;5;Rua;Estanislau Ponte Preta, 144;-25.52227000;-54.59068000;true
85865991;Rua Sílvio Romero, s/n;54814;4568;18;5;Rua;Sílvio Romero, s/n;-25.50312000;-54.59263000;true
85869990;Rua Principal, s/n;54814;4568;18;5;Rua;Principal, s/n;-25.51567000;-54.57010000;true
85872000;"";54814;4568;18;5;"";"";-25.51567000;-54.57010000;true
85873000;"";54814;4568;18;5;"";"";-25.51567000;-54.57010000;true
85874000;"";54814;4568;18;5;"";"";-25.51567000;-54.57010000;true
85874200;"";54814;4568;18;5;"";"";-25.51567000;-54.57010000;true
85874400;"";54814;4568;18;5;"";"";-25.51567000;-54.57010000;true
85874700;"";54814;4568;18;5;"";"";-25.51567000;-54.57010000;true
85875000;"";54814;4569;18;5;"";"";-25.44317000;-54.39765000;true
85877000;"";54814;4570;18;5;"";"";-25.34468980;-54.23071960;true
85878000;"";54814;4570;18;5;"";"";-25.34892000;-54.24145000;true
85879000;"";54814;4570;18;5;"";"";-25.34892000;-54.24145000;true
85880000;"";54814;4571;18;5;"";"";-25.13963000;-54.29860000;true
85883000;"";54814;4571;18;5;"";"";-25.13963000;-54.29860000;true
85884000;"";54814;4572;18;5;"";"";-25.29516000;-54.09260000;true
85885000;"";54814;4573;18;5;"";"";-25.37996000;-54.05224000;true
85885990;Avenida Independência, 150;54814;4573;18;5;Avenida;Independência, 150;-25.38605000;-54.05247000;true
85886000;"";54814;4573;18;5;"";"";-25.37996000;-54.05224000;true
85898990;Avenida José Bonifácio, 1204;54814;4579;18;5;Avenida;José Bonifácio, 1204;-24.83422000;-54.06167000;true
85921000;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85921500;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85922000;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85923000;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85924000;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85926000;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85926500;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85926550;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85926600;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85926650;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85926700;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85926750;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85926800;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85926830;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85926850;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85926870;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85927000;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85927500;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85927550;"";54814;4580;18;5;"";"";-24.72542770;-53.74203290;true
85927600;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85927700;"";54814;4580;18;5;"";"";-24.72542770;-53.74203290;true
85927800;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85927850;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85927860;"";54814;4580;18;5;"";"";-24.71914000;-53.73841000;true
85929000;"";54814;4581;18;5;"";"";-24.93289000;-53.85786000;true
85930000;"";54814;4582;18;5;"";"";-24.47061000;-53.95546000;true
85931000;"";54814;4582;18;5;"";"";-24.47061000;-53.95546000;true
85933000;"";54814;4583;18;5;"";"";-24.77504000;-53.90386000;true
85935000;"";54814;4584;18;5;"";"";-24.40685000;-53.50711000;true
85936000;"";54814;4584;18;5;"";"";-24.40685000;-53.50711000;true
85937000;"";54814;4584;18;5;"";"";-24.40685000;-53.50711000;true
85940000;"";54814;4585;18;5;"";"";-24.57254000;-53.97912000;true
85945000;"";54814;4586;18;5;"";"";-24.58679000;-53.51555000;true
85948000;"";54814;4587;18;5;"";"";-24.62695000;-54.22570000;true
85950000;"";54814;4588;18;5;"";"";-24.28157000;-53.84241000;true
85952000;"";54814;4588;18;5;"";"";-24.28157000;-53.84241000;true
85955000;"";54814;4589;18;5;"";"";-24.42050000;-53.82938000;true
85957000;"";54814;4589;18;5;"";"";-24.42050000;-53.82938000;true
85958000;"";54814;4589;18;5;"";"";-24.42050000;-53.82938000;true
85960000;"";54814;4590;18;5;"";"";-24.55287000;-54.05665000;true
85960990;Rua Tocantins, 25;54814;4590;18;5;Rua;Tocantins, 25;-24.56473000;-54.07248000;true
85960991;Avenida Rio Grande do Sul, s/n;54814;4590;18;5;Avenida;Rio Grande do Sul, s/n;-24.56409000;-54.05907000;true
85960992;Rua das Palmeiras, 558;54814;4590;18;5;Rua;das Palmeiras, 558;-24.53536000;-54.04219000;true
85974000;"";54814;4590;18;5;"";"";-24.55287000;-54.05665000;true
85975000;"";54814;4590;18;5;"";"";-24.55287000;-54.05665000;true
85976000;"";54814;4590;18;5;"";"";-24.55287000;-54.05665000;true
85977000;"";54814;4590;18;5;"";"";-24.55287000;-54.05665000;true
85978000;"";54814;4590;18;5;"";"";-24.55287000;-54.05665000;true
85980000;"";54814;4591;18;5;"";"";-24.07947000;-54.25758000;true
85980990;Rua Campo Grande;54814;4591;18;5;Rua;Campo Grande;-24.08660000;-54.20461000;true
85985000;"";54814;4591;18;5;"";"";-24.07947000;-54.25758000;true
85988000;"";54814;4592;18;5;"";"";-24.70656310;-54.24331130;true
85990000;"";54814;4593;18;5;"";"";-24.16186000;-54.09862000;true
85995000;"";54814;4593;18;5;"";"";-24.16186000;-54.09862000;true
85998000;"";54814;4594;18;5;"";"";-24.45056000;-54.16360000;true
86040990;Margem da Rodovia Major Aquiles, s/n;54814;4595;18;5;Margem;da Rodovia Major Aquiles, s/n;-23.30997000;-51.16543000;true
86055991;Rodovia Mábio Gonçalves Palhano, s/n;54814;4595;18;5;Rodovia;Mábio Gonçalves Palhano, s/n;-23.36829000;-51.20752000;true
86115000;"";54814;4595;18;5;"";"";-23.30997000;-51.16543000;true
86101000;"";54814;4595;18;5;"";"";-23.30997000;-51.16543000;true
86102000;"";54814;4595;18;5;"";"";-23.30997000;-51.16543000;true
86103000;"";54814;4595;18;5;"";"";-23.30997000;-51.16543000;true
86104000;"";54814;4595;18;5;"";"";-23.30997000;-51.16543000;true
86105000;"";54814;4595;18;5;"";"";-23.30997000;-51.16543000;true
86106000;"";54814;4595;18;5;"";"";-23.30997000;-51.16543000;true
86106990;Rua Santa Marta, 45;54814;4595;18;5;Rua;Santa Marta, 45;-23.37549000;-51.21356000;true
86107000;"";54814;4595;18;5;"";"";-23.30997000;-51.16543000;true
86108000;"";54814;4595;18;5;"";"";-23.30997000;-51.16543000;true
