id;bairro;id_cidade;latitude;longitude
1660;Morro do Índio;1;-23.93198000;-46.41197000
1661;Parque Novo Santo Amaro;1;-23.56200000;-46.68597000
1662;Chácara Santa Maria;1;-23.68693000;-46.67768000
1663;Jardim Maria Emília;1;-23.68001000;-46.77625000
1664;Jardim do Colégio;1;-23.67393000;-46.77755000
1665;Jardim das Palmeiras;1;-23.68718000;-46.66510000
1666;Jardim Sagrado Coração;1;-23.67638470;-46.77631540
1667;Vila Fazzeoni;1;-23.53511000;-46.46621000
1668;Jardim Bom Pastor;1;-20.35929000;-50.69820000
1669;Jardim Lilah;1;-23.67170000;-46.78098000
1670;Conjunto Habitacional Jardim São Bento;1;-23.67597000;-46.78649000
1671;Vila Rosina;1;-23.68461000;-46.79393000
1672;Vila Clélia;1;-22.73405000;-47.38729000
1673;Conjunto Habitacional Parque Valo Velho II;1;-23.00222000;-46.82221000
1674;Jardim Iae;1;-23.66679000;-46.79072000
1675;Jardim Amália;1;-22.92448000;-47.08355000
1676;Conj Habit Pirajussara;1;-23.66737000;-46.78770000
1677;Conjunto Habitacional Pirajussara;1;-23.66629000;-46.79242000
1678;Jardim Irapiranga;1;-23.66273510;-46.79169070
1679;Jardim das Rosas (Zona Sul);1;-23.65967000;-46.79006000
1680;Parque do Engenho;1;-21.78454000;-48.19898000
1681;Área Rural de São Paulo;1;-23.56287000;-46.65468000
1682;Centro;2;-23.53058000;-46.78014000
1683;Vila Campesina;2;-23.54272000;-46.76904000
1684;Vila Yara;2;-23.55067000;-46.76301000
1685;Continental;2;-22.74336200;-47.37126730
1686;Umuarama;2;-23.55520990;-46.76873360
1687;Adalgisa;2;-23.97914000;-46.23945000
1688;Jardim DAbril;2;-23.56134000;-46.77687000
1689;City Bussocaba;2;-23.57150000;-46.78183000
1690;Novo Osasco;2;-23.56547000;-46.79518000
1691;Jardim Novo Osasco;2;-23.54503000;-46.79019000
1692;Jaguaribe;2;-23.55977000;-46.79070000
1693;Bela Vista;2;-23.51752000;-46.76827000
1694;Bussocaba;2;-23.56451000;-46.79336000
1695;Cipava;2;-23.54748500;-46.78713200
1696;Vila Osasco;2;-23.54239000;-46.77681000
1697;Jardim das Flores;2;-23.51752000;-46.76827000
1698;km 18;2;-23.55939000;-46.59408000
1699;Pestana;2;-23.54077000;-46.80001000
1700;Vila Yolanda;2;-23.54615000;-46.79226000
1701;Jardim Roberto;2;-23.54685000;-46.80512000
1702;Santo Antônio;2;-23.56044000;-46.80047000
1703;Conceição;2;-23.53760000;-46.79645000
1704;Veloso;2;-23.56776000;-46.80804000
1705;Santa Maria;2;-23.52463000;-46.80925000
1706;Raposo Tavares;2;-23.59202000;-46.81043000
1707;Metalúrgicos;2;-23.52267000;-46.75631000
1708;Jardim Paulista;2;-23.57048220;-46.80700020
1709;Padroeira;2;-23.54842000;-46.81277000
1710;Bandeiras;2;-23.55276000;-46.81713000
1711;Jardim Nogueira;2;-23.56097000;-46.81087000
1712;Vila Rica;2;-23.54507000;-46.80352000
1713;São Pedro;2;-23.53496000;-46.81271000
1714;Cidade das Flores;2;-23.53491000;-46.80871000
1715;Quitaúna;2;-23.52811000;-46.81231000
1716;Quilometro Dezoito;2;-23.52544000;-46.78000000
1717;Setor Militar;2;-23.47734000;-46.80654000
1718;Presidente Altino;2;-23.53104000;-46.78629000
1719;Bonfim;2;-23.52423000;-46.77726000
1720;Rochdale;2;-23.51440000;-46.78413000
1721;Piratininga;2;-23.51910000;-46.77854000
1722;I.A.P.I.;2;-23.51242000;-46.78337000
1723;Remédios;2;-23.51651000;-46.75824000
1724;Aliança;2;-23.53104000;-46.78629000
1725;Munhoz Júnior;2;-23.49515000;-46.80671000
1726;Jardim Elvira;2;-23.53104000;-46.78629000
1727;Castelo Branco;2;-23.50556000;-46.79025000
1728;Helena Maria;2;-23.49474000;-46.80021000
1729;Jardim Imperial;2;-23.48883000;-46.79060000
1730;Baronesa;2;-23.57071000;-46.80032000
1731;Portal DOeste;2;-23.68261000;-46.71581000
1732;Bonança;2;-23.49018000;-46.79007000
1733;Vila Menck;2;-23.50234000;-46.77199000
1734;Parque Industrial Mazzei;2;-23.49481400;-46.77882780
1735;Jardim Sao Joao Bela Vista;2;-23.55163000;-46.77913000
1736;Jardim Platina;2;-23.48141000;-46.77079000
1737;Industrial Anhangüera;2;-23.48892000;-46.77790000
1738;Santa Fé;2;-24.11698000;-49.32596000
1739;Três Montanhas;2;-23.48060000;-46.78428000
1740;Vila Simoes De Almeida;2;-23.48129000;-46.77195000
1741;Mutinga;2;-23.50648000;-46.76969000
1742;Ayrosa;2;-23.50941000;-46.76744000
1743;Industrial Remédios;2;-22.41041000;-51.52541000
1744;Área Rural de Osasco;2;-23.53104000;-46.78629000
1745;Vila Caldas;3;-23.52058000;-46.84195000
1746;Jardim Pignatary;3;-23.52033000;-46.83476000
1747;Centro;3;-23.52021000;-46.83438000
1748;Vila Gustavo Correia;3;-23.51558000;-46.83837000
1749;Vila Terezinha;3;-23.51948000;-46.85129000
1750;Vila Santa Terezinha;3;-23.53875000;-46.83863000
1751;Bela Vista;3;-23.57282000;-46.82383000
1752;Jardim das Belezas;3;-23.52348250;-46.84229980
1753;Vila Martins;3;-23.52516000;-46.83980000
1754;Vila Silviânia;3;-23.54331310;-46.83644840
1755;Vila Mor;3;-23.52029000;-46.84834000
1756;Vila Iza;3;-23.57274000;-46.84146000
1757;Vila Rosa;3;-23.34212000;-46.14757000
1758;Jardim Tucunduva;3;-23.52827000;-46.84458000
1759;Vila Creti;3;-23.56714000;-46.82514000
1760;Jardim São Pedro;3;-23.52027000;-46.83622000
1761;Vila Três Irmãos;3;-23.54409280;-46.85460810
1762;Jardim Helena;3;-23.57653000;-46.85768000
1763;Jardim Boa Vista;3;-23.53047180;-46.83510200
1764;Vila Santa Lúcia;3;-23.53966000;-46.83380000
1765;Vila Ema;3;-23.53730990;-46.83438430
1766;Vila Jussara;3;-23.53642000;-46.82908000
1767;Parque José Alex André;3;-23.52512000;-46.83569000
1768;Vila Janete;3;-23.53969000;-46.83247000
1769;Vila Maria Helena;3;-23.53487000;-46.83122000
1770;Vila Silva Ribeiro;3;-23.53593000;-46.83471000
1771;Vila Marcondes;3;-23.54086000;-46.83113000
1772;Parque Jose Alexandre;3;-23.53969000;-46.83247000
1773;Jardim São Daniel;3;-23.52512000;-46.83569000
1774;Jardim Guapouva;3;-23.54752000;-46.82205000
1775;Jardim Carapicuíba;3;-23.54075000;-46.83660000
1776;Vila Artem;3;-23.53457000;-46.83925000
1777;Vila Bela;3;-23.54282000;-46.82947000
1778;Vila Ester;3;-23.52512000;-46.83569000
1779;Jardim Primavera;3;-23.54542000;-46.82820000
1780;Jardim Santo Stevao;3;-23.54393000;-46.83015000
1781;Jardim Maria Rita;3;-23.52512000;-46.83569000
1782;Jardim Ster-Za;3;-23.54354000;-46.82756000
1783;Jardim Hermínia;3;-23.54344000;-46.82632000
1784;Jardim Rosa Maria;3;-23.54416000;-46.82494000
1785;Vila da Oportunidade;3;-23.54541000;-46.82401000
1786;Parque Jandaia;3;-23.55442000;-46.82344000
1787;Vila Margarida;3;-23.52512000;-46.83569000
1788;Jardim Cibele;3;-23.54340000;-46.83315000
1789;Vila São José;3;-23.54546000;-46.83018000
1790;Vila Silvania;3;-23.55913000;-46.83911000
1791;Vila Balog;3;-23.54367000;-46.82920000
1792;Jardim Santa Tereza;3;-23.52512000;-46.83569000
1793;Vila Veloso;3;-23.54915000;-46.83189000
1794;Vila Leopoldo;3;-23.52512000;-46.83569000
1795;Vila Teresa;3;-23.55110000;-46.82614000
1796;Vila Quintino;3;-23.54997000;-46.82695000
1797;Jardim Yaya;3;-23.55553000;-46.83473000
1798;Jardim Bom Sucesso;3;-23.55344000;-46.83517000
1799;Jardim das Pedras;3;-23.55592000;-46.82938000
1800;Jardim Alice;3;-23.54768000;-46.82997000
1801;Conjunto Habitacional Presidente Castelo Branco;3;-23.53777000;-46.82091000
1802;Vila Menk;3;-23.53959680;-46.84622030
1803;Vila Municipal;3;-23.52500000;-46.82057000
1804;Conj Habit Presidente Castelo Branco;3;-23.52512000;-46.83569000
1805;Jardim Cecília Cristina;3;-23.53956000;-46.82045000
1806;Vila Guarani;3;-23.54229000;-46.82430000
1807;Sítio Guarehy;3;-23.55810000;-46.84451000
1808;Jardim Guapiúva;3;-23.56827000;-46.84009000
1809;Jardim Santo Estêvão;3;-23.54393000;-46.83015000
1810;Jardim Guiomar;3;-23.55748000;-46.83300000
1811;Jardim Santa Brígida;3;-23.56213000;-46.83534000
1812;Vila Dirce;3;-23.53565000;-46.83706000
1813;Vila Conquista;3;-23.56637000;-46.83030000
1814;Jardim Marilu;3;-23.57450000;-46.82758000
1815;Jardim Mesquita;3;-23.56835000;-46.82699000
1816;Jardim Leonor;3;-23.53420000;-46.84186000
1817;Parque Santa Teresa;3;-23.56938000;-46.81986000
1818;Chácara Quiriri;3;-23.57433000;-46.82540000
1819;Jardim Novo Horizonte;3;-23.57442000;-46.81773000
1820;Vila dos Andrades;3;-23.57835000;-46.81830000
1821;Chácara do Refúgio;3;-23.57912000;-46.82894000
1822;Parque Primavera;3;-23.57959000;-46.82067000
1823;Vila Appia Antica;3;-23.57816000;-46.82524000
1824;Jardim Colonial;3;-23.57004000;-46.84051000
1825;Chácara Granja Velha;3;-23.53142000;-46.82620000
1826;Jardim Ana Estela;3;-23.56534000;-46.86268000
1827;Chácara das Paineiras;3;-23.52512000;-46.83569000
1828;Chácara de La Rocca;3;-23.54777000;-46.84270000
1829;Palos Verdes;3;-23.57570000;-46.84148000
1830;Chácara São João;3;-23.57694050;-46.84437150
1831;Chácara dos Lagos;3;-23.57916000;-46.84598000
1832;Chácara Noel Antônio;3;-23.52512000;-46.83569000
1833;Vilarejo;3;-23.57707000;-46.84402000
1834;Sítio Pereira Leite;3;-23.57098000;-46.85305000
1835;Granja Viana;3;-23.57902000;-46.84839000
1836;Vila Diva;3;-23.57432000;-46.85471000
1837;Recantinho;3;-23.57605000;-46.85976000
1838;Recanto Impla;3;-23.58195000;-46.82463000
1839;Chácara das Candeias;3;-23.57313000;-46.86133000
1840;Pousada dos Bandeirantes;3;-23.56556000;-46.84599000
1841;Vila Lisboa;3;-23.56574000;-46.86334000
1842;Nova Fazendinha;3;-23.56720000;-46.86368000
1843;Águas da Fazendinha;3;-23.56710000;-46.85789000
1844;Chácara Santa Lúcia;3;-23.55839000;-46.85659000
1845;Granja Santa Maria;3;-23.56592000;-46.86508000
1846;Pontal da Fazendinha;3;-23.57272000;-46.85895000
1847;Chácara Moinho Velho;3;-22.94675000;-46.97942000
1848;Recanto Verde;3;-23.57559000;-46.86485000
1849;Aldeia da Fazendinha;3;-23.52512000;-46.83569000
1850;Golf Park;3;-23.56633000;-46.87418000
1851;Golf Gardens;3;-23.56879000;-46.87091000
1852;Terras do Madeira;3;-23.54743530;-46.83372940
1853;Parque Ideal;3;-23.56098000;-46.85341000
1854;Chácara Santa Lúcia dos Ypes;3;-23.56533000;-46.85549000
1855;Chácara Vale do Rio Cotia;3;-23.56212000;-46.86118000
1856;Chácara dos Junqueiras;3;-23.56168000;-46.86392000
1857;Residencial Euroville;3;-23.55755000;-46.86943000
1858;Jardim Planalto;3;-23.55236480;-46.84086640
1859;Vila Anunciata;3;-23.56331000;-46.84570000
1860;Jardim Edi;3;-23.56188000;-46.84628000
1861;Jardim Alfredo Soncini;3;-23.56012000;-46.84292000
1862;Vila Gobbi;3;-23.56012000;-46.84292000
1863;Vila Bolivar;3;-23.55991000;-46.84291000
1864;Alto de Santa Lúcia;3;-23.55044000;-46.85659000
1865;Parque Roseira;3;-23.55260000;-46.83737000
1866;Jardim Elzinha;3;-23.55729000;-46.84454000
1867;Jardim Lice;3;-23.56933000;-46.83395000
1868;Vila Cristina;3;-23.56742000;-46.84312000
1869;Jardim das Palmeiras;3;-23.54278000;-46.84839000
1870;Jardim Tonato;3;-23.55965000;-46.84855000
1871;Jardim Roseli;3;-23.55716000;-46.84730000
1872;Chácara das Flores;3;-23.54289000;-46.84264000
1873;Jardim Maria Beatriz;3;-23.55209000;-46.84614000
1874;Parque Flórida;3;-23.55346000;-46.84990000
1960;Jardim Itaquiti;4;-23.51706000;-46.90209000
1875;Chácara Adriana Aparecida;3;-23.55238000;-46.85324000
1876;Jardim Angélica;3;-23.52512000;-46.83569000
1877;Vila Nossa Senhora Aparecida;3;-23.55632000;-46.58924000
1878;Vila Olivina;3;-23.55094000;-46.84882000
1879;Jardim Primeiro de Maio;3;-23.55570000;-46.85229000
1880;Vila Mercês;3;-23.53911000;-46.83644000
1881;Vila Freitas;3;-23.53953000;-46.83650000
1882;Jardim dos Manacás;3;-23.54660000;-46.83920000
1883;Jardim Ampermag;3;-23.54457000;-46.84214000
1884;Jardim DÂngelo;3;-23.52512000;-46.83569000
1885;Vila Capriotti;3;-23.55062000;-46.84753000
1886;Jardim Leopoldina;3;-23.55011000;-46.84189000
1887;Recanto Campy;3;-23.54298000;-46.84554000
1888;Vila São Jorge;3;-23.53957000;-46.84149000
1889;Jardim Bom Pastor;3;-23.52512000;-46.83569000
1890;Jardim Popular;3;-23.54597000;-46.84509000
1891;Jardim São José;3;-23.54340000;-46.84420000
1892;Jardim Ângela Maria;3;-23.61371000;-46.76879000
1893;Jardim Ana Maria;3;-23.52512000;-46.83569000
1894;Cidade Ariston Estela Azevedo;3;-24.00600000;-46.42156000
1895;Jardim Maria Helena;3;-23.52512000;-46.83569000
1896;Vila Tambory;3;-23.53313200;-46.84620780
1897;Vila Clara;3;-23.53153000;-46.84433000
1898;Jardim Ercy;3;-23.53258000;-46.84488000
1899;Jardim Felipe;3;-23.52385000;-46.83770000
1900;Jardim Paulista;3;-23.53093000;-46.84369000
1901;Parque Sampaio Viana;3;-23.53497000;-46.84676000
1902;Vila América;3;-23.53981000;-46.84797000
1903;Vila Santo Antônio;3;-23.53956000;-46.84986000
1904;Alto da Vila Menck;3;-23.54403000;-46.85292000
1905;Jardim Sandra Regina;3;-23.53972000;-46.85250000
1906;Conjunto Habitacional 120 Casas;3;-23.52737000;-46.84150000
1907;Vila Sul Americana;3;-23.52512000;-46.83569000
1908;Vila Lourdes;3;-23.53178000;-46.86169000
1909;Jardim Santa Rita;3;-23.53600000;-46.85885000
1910;Vila Helemar;3;-23.53328000;-46.85698000
1911;Área Rural de Carapicuíba;3;-23.52512000;-46.83569000
1912;Centro;4;-23.54901000;-46.89058000
1913;Vila São João;4;-23.51081000;-46.87595000
1914;Vila São Jorge;4;-23.50749000;-46.87734000
1915;Vila Pouso Alegre;4;-23.50749000;-46.87734000
1916;Parque Santa Luzia;4;-23.50666000;-46.88012000
1917;Jardim São Pedro;4;-23.50944000;-46.88179000
1918;Vila Sargento José de Paula;4;-23.50918000;-46.87257000
1919;Vila Conceição;4;-23.50870000;-46.87296000
1920;Vila Osmany;4;-23.50826000;-46.87345000
1921;Vila São Miguel;4;-23.50731000;-46.87218000
1922;Vila Creti;4;-23.50759000;-46.87317000
1923;Vila Nilva;4;-23.50622000;-46.86219000
1924;Bethaville I;4;-23.50535720;-46.86701140
1925;Bethaville II;4;-23.50726690;-46.82733530
1926;Parque Ribeiro de Lima;4;-23.50022000;-46.89923000
1927;Vila Nova;4;-23.50788000;-46.89040000
1928;Jardim Belval;4;-22.80728000;-47.19786000
1929;Vila Ceres;4;-23.50182000;-46.88749000
1930;Jardim Santo Antônio;4;-23.62412640;-46.47317480
1931;Vila Universal;4;-23.50039000;-46.89039000
1932;Jardim Flórida;4;-23.53021000;-46.89113000
1933;Jardim São Silvestre;4;-23.49749000;-46.88940000
1934;Vila Morellato;4;-23.49503000;-46.88717000
1935;Jardim Califórnia;4;-23.49368000;-46.89530000
1936;Jardim Esperança;4;-23.49339000;-46.87752000
1937;Jardim dos Camargos;4;-23.50398000;-46.86899000
1938;Vila Barros;4;-23.50133000;-46.86779000
1939;Vila Porto;4;-23.49991490;-46.86909750
1940;Vila Silveira;4;-23.50430000;-46.87501000
1941;Vila Boa Vista;4;-23.50133000;-46.87403000
1942;Vila São Luiz (Centro);4;-23.50306000;-46.87700000
1943;Jardim Maria Tereza;4;-23.50002000;-46.87208000
1944;Jardim Barueri;4;-23.49713000;-46.87292000
1945;Jardim Regina Alice;4;-23.49970360;-46.87938380
1946;Jardim Paraíso;4;-23.49223000;-46.88170000
1947;Vila Pindorama;4;-23.49016000;-46.88030000
1948;Vila Industrial;4;-23.48615000;-46.87607000
1949;Núcleo Residencial Célia Mota;4;-23.19784000;-46.78175000
1950;Vila São Luiz (Valparaízo);4;-23.48247000;-46.87892000
1951;Jardim Tupanci;4;-23.49496000;-46.86918000
1952;Jardim Tupanci/Cruz Preta;4;-23.50429000;-46.84463000
1953;Recreio Cachoeira;4;-23.50266000;-46.83841000
1954;Vila Engenho Novo;4;-23.48932000;-46.89049000
1955;Vila São Silvestre;4;-23.48412000;-46.88517000
1956;Jardim Graziela;4;-23.48224000;-46.88559000
1957;Chácaras Marco;4;-23.47584000;-46.88687000
1958;Vila Nova Barueri;4;-23.50814000;-46.89238000
1959;Jardim Maria Cristina;4;-23.50846000;-46.90041000
1961;Vila Iracema;4;-23.51963000;-46.89626000
1962;Sítio das Paineiras/California;4;-23.49693000;-46.90429000
1963;Aldeia da Serra;4;-23.50412000;-46.84440000
1964;Conjunto Habitacional Mirante dos Altos;4;-23.50263000;-46.87225000
1965;Sítio Pinheiro Altos;4;-23.50547000;-46.92746000
1966;Morada dos Pássaros;4;-23.05552000;-46.97042000
1967;Residencial Morada das Estrelas (Aldeia da Serra);4;-23.49285000;-46.95665000
1968;Residencial Morada dos Lagos;4;-23.48919000;-46.94791000
1969;Praça da Aldeia da Serra 1- Aldeia da Serra;4;-23.49468000;-46.96308000
1970;Praça da Aldeia da Serra I;4;-23.49404590;-46.96252840
1971;Jardim Silveira;4;-23.52528000;-46.89228000
1972;Jardim Audir;4;-23.55532000;-46.56522000
1973;Jardim São José;4;-24.19414000;-46.80308000
1974;Jardim Alberto/Silveira;4;-23.52246030;-46.89233560
1975;Jardim Santa Mônica;4;-23.50145000;-46.88649000
1976;Jardim Tupan;4;-23.53287000;-46.88592000
1977;Jardim Tupan-Silveira;4;-23.51918470;-46.88913350
1978;Parque dos Camargos;4;-23.53465000;-46.88682000
1979;Recanto Phrynea;4;-23.54132000;-46.89002000
1980;Vale do Sol;4;-23.54850000;-46.88924000
1981;Parque das Nações;4;-23.54591000;-46.88702000
1982;Jardim Iracema/Aldeia;4;-23.51184000;-46.85880000
1983;Jardim Timbauhy/Aldeia;4;-23.51262000;-46.86153000
1984;Aldeia;4;-23.51215000;-46.85860000
1985;Vila Nossa Senhora da Escada/Aldeia;4;-23.50829000;-46.86247000
1986;Nova Aldeinha/Aldeia;4;-23.51122000;-46.84618000
1987;Vila Nossa Senhora da Escada;4;-21.18485000;-47.82294000
1988;Vila Militar;4;-23.51866000;-46.86210000
1989;Vila São Francisco;4;-23.51386000;-46.87941000
1990;Votupoca;4;-23.53361000;-46.87333000
1991;Vila Viana;4;-23.54497000;-46.86704000
1992;Parque Viana;4;-23.53883000;-46.86703000
1993;Jardim Paulista;4;-23.54273160;-46.88359840
1994;Jardim Maria Helena;4;-23.52822000;-46.86413000
1995;Vila do Conde;4;-22.75132000;-47.32809000
1996;Jardim Itaparica;4;-23.53954000;-46.88055000
1997;Jardim Júlio;4;-23.54786000;-46.88306000
1998;Jardim Tatiana;4;-23.54720000;-46.88235000
1999;Outeiro de São Fernando;4;-23.55268140;-46.88357330
2000;Parque Esmeralda;4;-23.74713000;-46.57714000
2001;São Fernando Residência;4;-23.54613000;-46.87698000
2002;Jardim do Líbano;4;-23.54846000;-46.87369000
2003;Vila Londrina Votupoca;4;-23.54715000;-46.87508000
2004;Jardim Ana Cristina(Votupoca);4;-23.53066000;-47.57107000
2005;Chácara do Peroba;4;-23.49788000;-46.85961000
2006;Jardim Gabriela;4;-23.53890000;-46.86514000
2007;Condomínio Centro Comercial Alphaville;4;-23.49674740;-46.85323410
2008;Alphaville Centro Industrial e Empresarial/Alphaville.;4;-23.49527000;-46.84366000
2009;Alphaville Empresarial;4;-23.49139000;-46.83988000
2010;Alphaville Industrial;4;-23.50469000;-46.85393000
2011;Residencial Tamboré;4;-23.49525000;-46.82056000
2012;Tamboré;4;-23.49671000;-46.84198000
2013;Sítio Tamboré/Jubran;4;-23.50429000;-46.84463000
2014;Centro Comercial Jubran;4;-23.49202000;-46.83039000
2015;Centro Empresarial Tamboré;4;-23.49768000;-46.83680000
2016;Fazenda Tamboré;4;-23.50726690;-46.82733530
2017;Jardim Mutinga;4;-23.50086200;-46.81403170
2018;Parque Imperial;4;-23.48826000;-46.80921000
2019;Jardim Santa Cecília;4;-23.51115000;-46.82294000
2020;Empresarial 18 Do Forte;4;-23.48529000;-46.85414000
2021;Dezoito do Forte Empresarial/Alphaville.;4;-23.48970000;-46.85415000
2022;Alphaville Residencial Dois;4;-23.49504000;-46.86246000
2023;Alphaville Residencial Plus;4;-23.48694000;-46.85429000
2024;Melville Empresarial I e II;4;-23.26779000;-45.93337000
2025;Sítio Tamboré Alphaville;4;-23.48439000;-46.86181000
2026;Green Valley Alphaville;4;-23.48558000;-46.86267000
2027;Alphaville Conde I;4;-23.48564000;-46.86201000
2028;Alphaville Conde II;4;-23.48038000;-46.86833000
2029;Alphagran Alphaville;4;-23.55594000;-46.88297000
2030;Alphaville Residencial Um;4;-23.48656000;-46.84472000
2031;Alphaville Residencial Zero;4;-20.87443000;-48.81807000
2032;Alphaville Resid. Zero;4;-23.63676000;-46.55700000
2033;Alphaville Resid. Onze (Santana De Parnaiba);4;-23.50430000;-46.84463000
2034;Alphaville Resid. Doze;4;-23.46323000;-46.88556000
2035;Alphaville (Santana De Parnaiba);4;-23.51139000;-46.87653000
2036;Alphaville Resid. Nove (Santana De Parnaiba);4;-23.45928080;-46.88006140
2037;Alphaville Resid. Dez (Santana De Parnaiba);4;-23.61789000;-46.64943000
2038;Alphaville (Barueri);4;-23.48291000;-46.84559000
2039;Alphaville Resid. Oito (Santana De Parnaiba);4;-21.98261000;-46.76864000
2040;Centro De Apoio Dois (Santana De Parnaiba);4;-23.46199000;-46.87318000
2041;Alphaville Resid. Tres (Santana De Parnaiba);4;-23.80862000;-45.39899000
2042;Alphaville Resid. Quatro (Sant. De Parnaiba);4;-23.49160000;-46.85914000
2043;Alphaville Resid. Cinco (Santana De Parnaiba);4;-23.49723000;-46.85209000
2044;Alphaville Resid. Seis (Santana De Parnaiba);4;-23.49695000;-46.84981000
2045;Tambore Residencial Tres;4;-23.47090000;-46.86741000
2046;Área Rural de Barueri;4;-23.50412000;-46.84440000
2047;Centro;5;-23.44587000;-46.91384000
2048;Jardim Parnaíba;5;-23.44652000;-46.91873000
2049;Campo da Vila;5;-23.43971000;-46.92258000
2050;Jardim Professor Benoá;5;-23.44573000;-46.92315000
2051;Maria Mercedes;5;-23.45368230;-46.92777520
2052;Jardim Rubi;5;-23.44536000;-46.92246000
2053;Jardim Frediani;5;-23.44235000;-46.92186000
2054;Jardim Deghi;5;-23.44652000;-46.91873000
2055;Vila Nova;5;-23.44409000;-46.92131000
2056;Jardim São Luís;5;-23.44414000;-46.92721000
2057;Parque Fernão Dias;5;-23.45881000;-46.92871000
2058;Itaim Mirim;5;-23.45083000;-46.94099000
2059;Sítio do Rosário;5;-23.39575000;-46.91515000
2060;Parque Vila Rica;5;-23.44992000;-46.94234000
2061;Sítio de Baixo;5;-23.44855000;-46.92185000
2062;Chácaras São Luís;5;-23.44652000;-46.91873000
2063;Cristal Park;5;-23.40815000;-46.94230000
2064;Refúgio dos Bandeirantes;5;-23.41900000;-46.96031000
2065;Voturuna;5;-23.43029000;-46.96320000
2066;Suru;5;-23.45665000;-46.93918000
2067;Condomínio Voturuna;5;-23.44407000;-46.98008000
2068;Capela Velha;5;-23.45405000;-46.97624000
2069;Rancho Tucsons;5;-23.45365000;-47.00426000
2070;Sítio Recreio (Capela Velha);5;-23.45168000;-47.00949000
2071;Vila Emplarel;5;-23.45798000;-47.01235000
2072;Votuparim;5;-23.44652000;-46.91873000
2073;Jardim Bandeirantes;5;-23.47086000;-46.94357000
2074;Chácara Estela;5;-23.45853000;-46.92067000
2075;Recanto Sombra do Ipê;5;-23.56148380;-46.54516930
2076;Jardim Anhembi;5;-23.45687000;-46.91510000
2077;Germano;5;-23.47046000;-46.90812000
2078;Parque Mirante de Parnaíba;5;-23.47542000;-46.91281000
2079;Colinas de Parnaíba I;5;-23.44652000;-46.91873000
2080;Parque Santana;5;-23.47712000;-46.89970000
2081;Jardim Rancho Alegre;5;-23.47296000;-46.89541000
2082;Tarumã;5;-23.47072000;-46.88528000
2083;Chácaras Clarice;5;-23.44652000;-46.91873000
2084;Chácaras Maria Inês;5;-23.48035410;-46.88901470
2085;Jardim Isaura;5;-23.48118000;-46.89231000
2086;Engenho Novo;5;-23.48744000;-46.90561000
2087;Vila Industrial;5;-23.48415000;-46.89845000
2088;Sítio do Moinho;5;-23.47355000;-46.90394000
2089;Parque Alvorada;5;-23.47534000;-46.93715000
2090;Parque Paraíso;5;-23.47773000;-46.93528000
2091;Alpes de Parnaíba;5;-23.48359000;-46.92510000
2092;Sítio do Morro;5;-23.48762000;-46.93080000
2093;Quintas do Ingaí;5;-23.44652000;-46.91873000
2094;Quintas de Maria Elvira;5;-23.49223000;-46.97907000
2095;Morada dos Pinheiros (Aldeia da Serra);5;-23.49657000;-46.97004000
2096;Aldeia da Serra;5;-23.49427000;-46.96343000
2097;Morada das Flores (Aldeia da Serra);5;-23.48854000;-46.95850000
2098;Chácaras Boa Vista;5;-23.47508000;-46.97791670
2099;Portal da Serra;5;-23.47271870;-46.97681270
2100;Terras de San Nicolau;5;-23.50727000;-46.99505000
2101;Recanto Maravilha III;5;-23.49808000;-46.99913000
2102;Portal das Acácias;5;-23.48675000;-47.00302000
2103;Morada do Sol;5;-23.46875000;-46.89549000
2189;Jardim Jandira;7;-23.52999000;-46.90471000
2104;Residencial Santa Helena - Gleba I;5;-23.47362000;-47.01037000
2105;Cururuquara;5;-23.44652000;-46.91873000
2106;Residencial Santa Helena - Gleba II;5;-23.41268000;-46.88002000
2107;Aldeia da Harmonia;5;-23.44652000;-46.91873000
2108;Vila Poupança;5;-23.41575570;-46.89394110
2109;Parque dos Monteiros I;5;-23.44652000;-46.91873000
2110;Parque dos Monteiros II;5;-23.42652000;-46.88672000
2111;Jardim Itapoã;5;-23.41709000;-46.89809000
2112;Morro do Vacanga;5;-23.46922000;-46.90679000
2113;Centerville;5;-23.44652000;-46.91873000
2114;Chácara das Garças;5;-23.42339000;-46.92677000
2115;Chácaras Santa Cruz;5;-23.40586000;-46.88145000
2116;Jardim Brasil;5;-23.44652000;-46.91873000
2117;Jardim Espacial;5;-23.40859000;-46.89735000
2118;Chácara do Solar III;5;-23.40463000;-46.90056000
2119;Recanto Pereira;5;-23.41045000;-46.89911000
2120;Jardim Celeste;5;-23.40614000;-46.89891000
2121;Jardim Nova Granada;5;-23.40749000;-46.90092000
2122;Vila Wilson;5;-23.44652000;-46.91873000
2123;Jardim Bela Vista;5;-23.40983000;-46.90345000
2124;Vila França;5;-23.40773000;-46.90411000
2125;Jardim Rachel;5;-23.40701000;-46.90310000
2126;Vila Amaral;5;-23.40797000;-46.90270000
2127;Vila Anoral;5;-23.40676000;-46.89138000
2128;Jardim Alagoas;5;-23.40329000;-46.90080000
2129;Recanto do Mané;5;-23.40158000;-46.89910000
2130;Jardim Amazonas;5;-23.44652000;-46.91873000
2131;Vila Maria Nazaré;5;-23.40534000;-46.89641000
2132;Jardim Sílvio;5;-23.40458000;-46.89585000
2133;Vila Maclape;5;-23.40519000;-46.89496000
2134;Vila Marly;5;-23.40431420;-46.89369640
