id;bairro;id_cidade;latitude;longitude
45504;Vila Ieda;4313;-20.49385000;-54.60574000
45505;Vila Morumbi;4313;-20.52096000;-54.63625000
45506;Jardim Mansur;4313;-20.48680000;-54.58753000
45507;Indaiá Park;4313;-20.48889000;-54.59458000
45508;Jardim Auxiliadora;4313;-20.49269000;-54.58367000
45509;Parque Dallas;4313;-20.48889000;-54.57869000
45510;Amantini Residence;4313;-20.49237000;-54.59221000
45511;Delfos Residencial;4313;-20.49259000;-54.59122000
45512;Parque Residencial Rita Vieira;4313;-20.50315830;-54.58223260
45513;Coopharádio;4313;-20.45630000;-54.61533000
45514;Jardim Jatobá;4313;-20.50005000;-54.57679000
45515;Parque Residencial União;4313;-20.47757000;-54.66762000
45516;Vila Olinda;4313;-20.49767000;-54.60705000
45517;Vila Albuquerque;4313;-20.50263040;-54.60158630
45518;Residencial Betaville;4313;-20.50684000;-54.59745000
45519;Vila Santo Eugênio;4313;-20.52073000;-54.59082000
45520;Residencial Pequena Flor;4313;-20.52287000;-54.58348000
45521;Jardim Tropical;4313;-20.52076000;-54.58626000
45522;Jardim Itamaracá;4313;-20.51032000;-54.56194000
45523;Rita Vieira;4313;-20.57759000;-54.57433000
45524;Jardim Nossa Senhora do Perpétuo Socorro;4313;-20.51919750;-54.58005850
45525;Jardim Campina Verde;4313;-20.52398000;-54.58082000
45526;Jardim Campo Alto;4313;-20.52907000;-54.58284000
45527;Jardim Indianápolis;4313;-20.52398000;-54.57647000
45528;Edson Brito Garcia;4313;-20.52457000;-54.57290000
45529;Conjunto Residencial Recanto dos Rouxinóis;4313;-20.52729000;-54.58209000
45530;Jardim Pacaembu;4313;-20.52512000;-54.57274000
45531;Vila Volpe;4313;-20.52521000;-54.57434000
45532;Vila Volpe II;4313;-20.45630000;-54.61533000
45533;Residencial Terra dos Pequis;4313;-20.45287000;-54.66205000
45534;Vila Concórdia;4313;-20.52148000;-54.60039000
45535;Vila Cidade Morena;4313;-20.53919000;-54.59118000
45536;Jardim Monumento;4313;-20.52707000;-54.58708000
45537;Jardim Moema;4313;-20.52628000;-54.58181000
45538;Jardim Antáres;4313;-20.52287000;-54.58348000
45539;Recanto das Paineiras;4313;-20.53442000;-54.58467000
45540;Jardim das Perdizes;4313;-20.52287000;-54.58348000
45541;Vila Julieta;4313;-20.52165000;-54.58670000
45542;Jardim Santa Felicidade;4313;-20.56173000;-54.58671000
45543;Vila Nova Capital;4313;-20.43003000;-54.56149000
45544;Jardim do Corrego;4313;-20.49523000;-54.58451000
45545;Paraíso do Lageado;4313;-20.54013000;-54.58300000
45546;Vila Moreninha III;4313;-20.56168000;-54.56962000
45547;Vila Moreninha I;4313;-20.54917000;-54.57494000
45548;Vila Moreninha II;4313;-20.55307000;-54.57923000
45549;Vila Moreninha IV;4313;-20.55940730;-54.57028890
45550;Chácara Santa Abadia;4313;-20.45630000;-54.61533000
45551;José Maksoud;4313;-20.56279000;-54.57313000
45552;Jardim Nova Jerusalém;4313;-20.46906000;-54.60574000
45553;Moreninha;4313;-20.53379000;-54.56432000
45554;Loteamento Pólo Empresarial Sul;4313;-20.55996000;-54.62837000
45555;Jardim Colonial;4313;-20.52148000;-54.60039000
45556;Pioneiros;4313;-20.45691000;-54.70492000
45557;Vila Maciel;4313;-20.48930000;-54.61403000
45558;Jardim Morenão;4313;-20.52637000;-54.62630000
45559;Conjunto Residencial Botafogo;4313;-20.52504000;-54.62632000
45560;Jardim Botânico;4313;-20.52414000;-54.61401000
45561;Jardim Botânico II;4313;-20.52001000;-54.61289000
45562;Vila Adelina;4313;-20.50961000;-54.60862000
45563;Universitário Secção C;4313;-20.52148000;-54.60039000
45564;Jardim Anápolis I;4313;-20.52616000;-54.61865000
45565;Vila Jardim Botafogo;4313;-20.52651000;-54.62164000
45566;Residencial Joana DArc;4313;-20.52135000;-54.62662000
45567;Porto Galo;4313;-20.52945000;-54.62432000
45568;Jardim Agulhas Negras;4313;-20.45630000;-54.61533000
45569;Colinas de Campo Grande;4313;-20.52915000;-54.61997000
45570;Jardim Colibrí;4313;-20.53118000;-54.60775000
45571;Jardim Colibri II;4313;-20.52430000;-54.60649000
45572;Núcleo Habitacional Universitárias;4313;-20.53590000;-54.62347000
45573;Vila Clélia;4313;-20.45516000;-54.64205000
45574;Jardim Nashville;4313;-20.53094000;-54.61364000
45575;Vila Antunes;4313;-20.52076000;-54.58626000
45576;Alves Pereira;4313;-20.53600000;-54.61457000
45577;Jardim Macapá;4313;-20.53337000;-54.61908000
45578;Universitário Secção D;4313;-20.52148000;-54.60039000
45579;Residencial Ilhéus;4313;-20.52226000;-54.60628000
45580;Centro Oeste;4313;-20.52148000;-54.60039000
45581;Chácara das Mansões;4313;-20.64818000;-54.56841000
45582;Residencial Mário Cóvas;4313;-20.54245000;-54.60335000
45583;Jardim Canguru;4313;-20.55364000;-54.60610000
45584;Jardim Paulo Coelho Machado;4313;-20.55295000;-54.60179000
45585;Parque Novo Século;4313;-20.56042000;-54.59684000
45586;Chácara Lageado;4313;-20.45630000;-54.61533000
45587;Varandas do Campo;4313;-20.55980960;-54.61397670
45588;Jardim Centro Oeste;4313;-20.55464000;-54.61325000
45589;Jardim das Macaúbas;4313;-20.55278000;-54.61690000
45590;Jardim Campo Nobre;4313;-20.54336000;-54.61852000
45591;Jardim Los Angeles;4313;-20.56080000;-54.62949000
45592;Morada do Sol;4313;-20.56030000;-54.63296000
45593;Jardim Sumatra;4313;-20.54105020;-54.63399160
45594;Jardim Uirapuru;4313;-20.55985000;-54.62469000
45595;Residencial Ramez Tebet;4313;-20.53975000;-54.62421000
45596;Jardim Bálsamo;4313;-20.54629000;-54.61380000
45597;Jardim das Meninas;4313;-20.55239000;-54.62091000
45598;Centenário;4313;-20.52880410;-54.63150080
45599;Jardim Monte Alegre;4313;-20.43425000;-54.56793000
45600;Jardim Enseada dos Pássaros;4313;-20.53726000;-54.63819000
45601;Vila Nogueira;4313;-20.53428000;-54.64079000
45602;Vila Aimoré;4313;-20.53333590;-54.63828850
45603;Vila Amapá;4313;-20.52880750;-54.60984070
45604;Jardim Manaíra;4313;-20.53831000;-54.64475000
45605;Parque Residencial Iracy Coelho Netto;4313;-20.53596000;-54.64522000
45606;Conjunto Iracy Coelho III;4313;-20.44012000;-54.57268000
45607;Vila Ipiranga;4313;-20.49406000;-54.61822000
45608;Jardim Radialista;4313;-20.53710000;-54.62987000
45609;Residencial Cedrinho;4313;-20.53459000;-54.64786000
45610;Parque do Lageado;4313;-20.55282000;-54.64510000
45611;Parque do Sol;4313;-20.55509000;-54.65012000
45612;Jardim Colorado;4313;-20.55261000;-54.65814000
45613;Dom Antônio Barbosa;4313;-20.55486000;-54.64502000
45614;Residencial Terra Morena;4313;-20.54948000;-54.63350000
45615;Loteamento Vespasiano Martins;4313;-20.55283000;-54.63919000
45616;Residencial Jose Teruel Filho;4313;-20.56390000;-54.64951000
45617;Jardim Centenário;4313;-20.53507000;-54.64909000
45618;Residencial Vila Bela;4313;-20.53741000;-54.66024000
45619;Jardim Monterey;4313;-20.53970000;-54.65999000
45620;Jardim Ouro Preto;4313;-20.54197000;-54.66369000
45621;Parque dos Sabiás;4313;-20.54717000;-54.65296000
45622;Jardim Jockey Club;4313;-20.47784000;-54.62567000
45623;Vila Marcos Roberto;4313;-20.40436000;-54.60383000
45624;Jardim América;4313;-20.48014000;-54.62250000
45625;Vila Piratininga;4313;-20.49773000;-54.61989000
45626;Jardim Nhanhá;4313;-20.49117500;-54.63176070
45627;Jardim Parati;4313;-20.50989000;-54.63231000
45628;Conjunto Parati II;4313;-20.51284000;-54.63098000
45629;Loteamento Alto da Boa Vista;4313;-20.50536000;-54.62964000
45630;Jardim das Nações;4313;-20.51030000;-54.62453000
45631;Guanandi II;4313;-20.50943000;-54.63793000
45632;Jardim Aero Rancho;4313;-20.52793000;-54.63963000
45633;Jardim das Hortências;4313;-20.51649000;-54.64220000
45634;Conjunto Aero Rancho;4313;-20.52848360;-54.65856130
45635;Nucleo Habitacional Aero Rancho II;4313;-20.52174000;-54.65589000
45636;Nucleo Habitacional Aero Rancho V;4313;-20.52174000;-54.65589000
45637;Vila Taveirópolis;4313;-20.46743000;-54.64625000
45638;Vila Belo Horizonte;4313;-20.47631910;-54.65159120
45639;Vila Anahy;4313;-20.48049000;-54.65119000
45640;Caiçara;4313;-20.48427000;-54.65512000
45641;Jardim Leblon;4313;-20.49177000;-54.65174000
45642;Coophamat;4313;-20.50157000;-54.64619000
45643;Vila Base Aérea;4313;-20.47041190;-54.65328210
45644;Jardim Aeroporto;4313;-20.44424110;-54.68571130
45645;Residencial Oliveira III;4313;-20.49131000;-54.66051000
45646;Núcleo Habitacional Buriti;4313;-20.49114000;-54.67163000
45647;Conjunto União II;4313;-20.48171000;-54.66833000
45648;Residencial Flores;4313;-20.48907000;-54.67371000
45649;Bonjardim;4313;-20.49152000;-54.66300000
45650;Jardim São Conrado;4313;-20.48387000;-54.67402000
45651;Residencial Oliveira;4313;-20.47289000;-54.66131000
45652;Parque Residencial dos Girassóis;4313;-20.49131000;-54.66051000
45653;Leblon;4313;-20.47751000;-54.64339000
45654;Vila Jussara;4313;-20.49710000;-54.65872000
45655;Vila Flório;4313;-20.49697000;-54.66177000
45656;Jardim Bonança;4313;-20.46743000;-54.64625000
45657;Jardim Tijuca;4313;-20.51320000;-54.66495000
45658;Bairro São Pedro;4313;-20.51375000;-54.65973000
45659;Jardim Santa Emília;4313;-20.50044000;-54.69198000
45660;Residencial Aquarius I;4313;-20.50446000;-54.67164000
45661;Residencial Aquarius II;4313;-20.50604000;-54.67329000
45662;Barra da Tijuca II;4313;-20.41877000;-54.64725000
45663;Jardim Batistão;4313;-20.52241070;-54.67584420
45664;Vila São Jorge da Lagoa;4313;-20.52516000;-54.67073000
45665;Lagoa Park;4313;-20.52516000;-54.67335000
45666;Residencial Villa Lobos;4313;-20.52198000;-54.67088000
45667;Portal Caiobá;4313;-20.52625000;-54.67882000
45668;Loteamento Rancho Alegre II;4313;-20.51486000;-54.68244000
45669;Vila Nathália;4313;-20.51921000;-54.69286000
45670;Rancho Alegre I;4313;-20.51561000;-54.68143000
45671;Rancho Alegre III;4313;-20.51326000;-54.67606000
45672;Rancho Alegre IV;4313;-20.51171000;-54.67655000
45673;Loteamento Bela Laguna;4313;-20.50641000;-54.68149000
45674;Portal Caiobá II;4313;-20.51710000;-54.68928000
45675;Riviera Park;4313;-20.51146000;-54.69062000
45676;Residencial João Alberto A dos Santos;4313;-20.50512000;-54.69142000
45677;Vila Fernanda;4313;-20.50707380;-54.68951090
45678;Coophavila II;4313;-20.53867000;-54.67109000
45679;Jardim Tarumã;4313;-20.54032000;-54.67189000
45680;Jardim Corcovado;4313;-20.54762000;-54.66922000
45681;Caiobá;4313;-20.45630000;-54.61533000
45682;Vila Alba;4313;-20.46115000;-54.63995000
45683;Vila Duque de Caxias;4313;-20.45497000;-54.64583000
45684;Santo Antônio;4313;-20.46200000;-54.64897000
45685;Jardim Imá;4313;-20.45072430;-54.66318910
45686;Jardim Petrópolis;4313;-20.45254000;-54.66707000
45687;Vila Sílvia Regina;4313;-20.44830000;-54.66991000
45688;Vila Eliane;4313;-20.45830000;-54.66368000
45689;Residencial Ana Maria do Couto;4313;-20.44330000;-54.67642000
45690;Jardim das Reginas;4313;-20.44825000;-54.67198000
45691;Jardim Sayonara;4313;-20.45113000;-54.68314000
45692;Popular;4313;-20.45269000;-54.68632000
45693;Vila Serradinho;4313;-20.45608000;-54.68541000
45694;Vila Nova Campo Grande;4313;-19.01723000;-57.64902000
45695;Vila Popular;4313;-20.45225000;-54.70342000
45696;Jardim Carioca;4313;-20.46792000;-54.71029000
45697;Residecial Nelson Trad;4313;-20.47454000;-54.70542000
45698;Residencial Búzios;4313;-20.44035000;-54.68107000
45699;Jardim Itália;4313;-20.44711000;-54.69817000
45700;Bosque Santa Mônica;4313;-20.45272000;-54.71139000
45701;Loteamento Novo Dia;4313;-20.45630000;-54.61533000
45702;Bosque Santa Mônica II;4313;-20.46194000;-54.71436000
45703;Vila Romana;4313;-20.45779000;-54.70805000
45704;Vila Bordon;4313;-20.45661000;-54.70579000
45705;Loteamento Paravá;4313;-20.41804000;-54.62172000
45706;Bosque das Araras;4313;-20.43808000;-54.67960000
45707;Jardim do Zé Pereira;4313;-20.43063000;-54.66727000
45708;Vila Entroncamento;4313;-20.47749000;-54.76308000
45709;Núcleo Industrial;4313;-20.45630000;-54.61533000
45710;Vila Manoel Sêcco Thomé;4313;-20.47999000;-54.75299000
45711;Jardim Inápolis;4313;-20.48465000;-54.73120000
45712;Jardim Sarandí;4313;-20.48455000;-54.72842000
45713;Polo Empresarial Oeste;4313;-18.53705000;-54.74696000
45714;Morada Imperial;4313;-20.45630000;-54.61533000
45715;Sobrinho;4313;-20.45630000;-54.61533000
45716;Loteamento Papa João Paulo II;4313;-20.45234000;-54.64424000
45717;Lar do Trabalhador;4313;-20.45251310;-54.64398840
45718;Vila Santo Amaro;4313;-20.44644000;-54.64923000
45719;Vila Palmira;4313;-20.44983000;-54.65094000
45720;Vila Almeida;4313;-20.44226000;-54.66093000
45721;Panamá;4313;-20.44208000;-54.66215000
45722;Coophatrabalho;4313;-20.43132000;-54.65629000
45723;Altos do Panamá;4313;-20.44154000;-54.66474000
45724;Portal do Panamá;4313;-20.43886000;-54.66519000
45725;Recanto dos Pássaros;4313;-20.44105000;-54.67122000
45726;Jardim Mathilde;4313;-20.45630000;-54.61533000
45727;Conjunto José Abrão;4313;-20.41723000;-54.66167000
45728;Conj Jose Abrao;4313;-20.52509000;-54.65709000
45729;Parque dos Laranjais;4313;-20.42232000;-54.65354000
45730;Jardim Itapuã;4313;-20.44809000;-54.69159000
45731;Residencial Sírio Libanês II;4313;-20.42619000;-54.65843000
45732;Residencial Hugo Rodrigues;4313;-20.42837000;-54.65903000
45733;Residencial Sírio Libanês I;4313;-20.42756000;-54.65445000
45734;Jardim das Virtudes;4313;-20.42409000;-54.65706000
45735;Vila Manoel Taveira;4313;-20.42367000;-54.65840000
45736;Santo Amaro;4313;-20.42107000;-54.65901000
45737;Jardim Fluminense;4313;-20.42107000;-54.65901000
45738;Vila Nossa Senhora das Graças;4313;-20.42474000;-54.63925000
45739;Parque Residencial Azaléia;4313;-20.47533000;-54.59507000
45740;Jardim Alto São Francisco;4313;-20.41819000;-54.64266000
45741;Vila Santa Luzia;4313;-20.40811000;-54.64262000
45742;Vila Nasser;4313;-20.47890000;-54.59709000
45743;Vila Oeste;4313;-20.42107000;-54.65901000
45744;Coophasul;4313;-20.42450000;-54.63437000
45745;Parque Fazenda Imbirussu;4313;-20.40341000;-54.67260000
45746;Loteamento Dona Dedé;4313;-20.41252000;-54.64199000
45747;Bom Retiro;4313;-20.40327000;-54.63832000
45748;Residencial Tolentino;4313;-20.40661000;-54.64093000
45749;Jardim Paradiso;4313;-20.42029580;-54.66136890
45750;Vila Marli;4313;-20.42574000;-54.62877000
45751;Bairro Seminário;4313;-20.42887000;-54.62250000
45752;Vila Neusa;4313;-20.41000000;-54.62772000
45753;SETVILLAGE I;4313;-20.43183000;-54.63237000
45754;SETVILLAGE II;4313;-20.42862000;-54.63095000
45755;Água Limpa Park;4313;-20.41301000;-54.62491000
45756;Morada dos Deuses;4313;-20.40875870;-54.62748710
45757;Recanto do Cerrado;4313;-21.62066000;-55.17046000
45758;Residencial Carajás;4313;-20.40090000;-54.62421000
45759;Lagoa da Cruz;4313;-20.40179000;-54.61738000
45760;Residencial Alto Tamandaré;4313;-20.40084000;-54.61996000
45761;Jardim da Mooca;4313;-20.40408000;-54.62795000
45762;Área Rural de Campo Grande;4313;-20.45630000;-54.61533000
45763;Centro;4315;-21.65136000;-54.42542000
45764;Centro;4316;-21.46249000;-54.38042000
45765;Centro;4317;-21.62614000;-55.16159000
45766;Zona Rural;4317;-21.38333300;-55.43788850
45767;Centro;4318;-20.93041000;-54.96236000
45768;Quebra Côco;4318;-20.74059000;-55.10647000
45769;Centro;4319;-20.45164000;-53.76027000
45770;Centro;4320;-22.50001000;-54.75539000
45771;Centro;4321;-20.46726000;-55.76916000
45772;Centro;4322;-20.49051000;-55.80855000
45773;Centro;4323;-20.44559000;-55.42922000
45774;Centro;4324;-21.16262000;-55.83308000
45775;Agrovila;4324;-21.15844000;-55.82625000
45776;Linha Taquarussu;4324;-20.48827000;-54.74704000
45777;Centro;4325;-21.46374000;-56.11087000
45778;Centro;4326;-21.48320000;-56.14196000
45779;Centro;4327;-22.11004000;-56.52171000
45780;Centro;4328;-22.01790000;-57.03121000
45781;Centro;4329;-21.70007000;-57.88870000
45782;Centro;4330;-21.25199530;-56.53530460
45783;Centro;4331;-19.00060000;-57.65269000
45784;Universitário;4331;-19.00239000;-57.63525000
45785;Vila Mamona;4331;-19.01024000;-57.63747000
45786;Maria Leite;4331;-19.00715000;-57.63499000
45787;Popular Velha;4331;-19.01776000;-57.65145000
45788;Centro América;4331;-19.00429000;-57.63784000
45789;Previsul;4331;-22.23390000;-54.78258000
45790;Padre Ernesto Sassida;4331;-21.69398000;-57.87436000
45791;Cristo Redentor;4331;-19.04613000;-57.63693000
45792;Industrial;4331;-19.02901000;-57.64132000
45793;Aeroporto;4331;-19.02242000;-57.64842000
45794;Nossa Senhora de Fátima;4331;-19.01363000;-57.62571000
45795;Popular Nova;4331;-19.02232000;-57.62192000
45796;Conjunto Guatos;4331;-19.05182000;-57.65266000
45797;Nova Corumbá;4331;-19.04840000;-57.65502000
45798;Vila Guarani;4331;-19.04531430;-57.64722140
45799;Jardim dos Estados;4331;-19.03977000;-57.66173000
45800;Guaicurus;4331;-19.04653000;-57.63650000
45801;Conjunto Guana;4331;-19.02447000;-57.65460000
45802;Conjunto Cadiwéus;4331;-19.00971000;-57.65461000
45803;Dom Bosco;4331;-19.02635000;-57.66234000
45804;Generoso;4331;-19.03412000;-57.65875000
45805;Área Rural de Corumbá;4331;-19.00971000;-57.65461000
45806;Porto Esperança;4331;-20.55665000;-54.59885000
45807;Centro;4332;-19.00539000;-57.60120000
45808;Centro;4333;-20.23947310;-56.38241320
45809;Centro;4334;-20.55105000;-56.68035000
45810;Centro;4335;-18.52520600;-54.73897910
45811;Centro;4336;-18.09974000;-54.54939000
45812;Centro;4337;-17.58679000;-54.75182000
45813;Centro;4338;-20.55665000;-54.59885000
45814;Centro;4339;-18.67826000;-53.63575000
45815;Centro;4340;-19.66213450;-54.35066850
45816;Centro;4341;-20.10340000;-54.43764000
45817;Bom Fim;4341;-20.10340000;-54.43764000
45818;Centro;4342;-22.23446000;-54.84626000
45819;Centro;4343;-20.41804010;-54.63706940
45820;Baianópolis;4343;-19.82275000;-54.83147000
45821;Centro;4344;-19.44634000;-54.98957000
45822;Vila São Francisco;4344;-19.45317000;-54.98847000
45823;Centro;4345;-18.90905000;-54.83628000
45824;Centro;4346;-19.40349000;-54.58090000
45825;Areado;4346;-19.25524000;-54.32703000
45826;Centro;4347;-19.68596270;-51.18989410
45827;Centro;4348;-18.32559000;-53.71413000
45828;Centro;4349;-19.39931000;-54.57224000
45829;Centro;4350;-18.54057000;-53.13267000
45830;Centro;4351;-19.02446000;-53.01057000
45831;Pouso Alto;4351;-19.02162410;-53.01158570
45832;Centro;4352;-18.79280000;-52.62621000
45833;Centro;4353;-20.08491000;-51.11327000
45834;Centro;4354;-19.91998000;-51.94208000
45835;Zona Rural;4354;-19.73339000;-51.92402000
45836;Centro;4355;-20.47368000;-54.61089000
45837;Centro;4356;-20.78514000;-51.71087000
45838;Lapa;4356;-20.79205000;-51.68251000
45839;Vila Nova;4356;-20.77989000;-51.70412000
45840;Jardim Primaveril;4356;-20.79565000;-51.69095000
45841;Colinos;4356;-20.77802000;-51.70861000
45842;Jardim Cangalha;4356;-20.78146470;-51.68794740
45843;Jardim JK;4356;-20.79484000;-51.68077000
45844;Jardim Alvorada;4356;-20.79382000;-51.67091000
45845;Jardim Santa Júlia;4356;-20.80652000;-51.72579000
45846;SETSUL;4356;-20.79484000;-51.68077000
45847;Portal das Águas;4356;-20.79484000;-51.68077000
45848;Residencial Costa Leste;4356;-20.79710000;-51.68360000
45849;Jardim Angélica;4356;-20.79284000;-51.69721000
45850;Parque Residencial Quinta da Lagoa;4356;-19.37996000;-54.57142000
45851;COHAB Jardim Caçula;4356;-20.79266000;-51.70990000
45852;Parque das Mangueiras;4356;-20.80797000;-51.67403000
45853;Jardim das Américas;4356;-20.80709000;-51.67861000
45854;Vila Piloto;4356;-20.80439000;-51.67987000
45855;Bosque das Araras;4356;-20.79484000;-51.68077000
45856;Jupiá;4356;-20.79067000;-51.63609000
45857;Distrito Industrial II;4356;-20.74591000;-51.66744000
45858;Santos Dumont;4356;-20.79299000;-51.71174000
45859;Nossa Senhora das Graças;4356;-20.80451960;-51.69586960
45860;Nossa Senhora Aparecida;4356;-20.76661000;-51.69968000
45861;Santa Rita;4356;-20.79687000;-51.70602000
45862;Jardim Nova Ipanema;4356;-20.79444000;-51.69757000
45863;Jardim Brasília;4356;-20.78955000;-51.68009000
45864;Nova Três Lagoas;4356;-20.79556000;-51.68742000
45865;Nova Três Lagoas II;4356;-20.78270000;-51.67293000
45866;Vila Maria;4356;-20.80791000;-51.72367000
45867;Parque Residencial Jamel Ville II;4356;-20.81147000;-51.71825000
45868;Parque São Carlos;4356;-20.80655000;-51.72036000
45869;Vila Guanabara;4356;-20.79391000;-51.71512000
45870;Jardim das Ortências;4356;-20.81609000;-51.72630000
45871;Vila Terezinha;4356;-20.80457000;-51.70801000
45872;Santos Dumont II;4356;-20.80627000;-51.70495000
45873;Vila São João;4356;-20.80720000;-51.71181000
45874;Carioca;4356;-20.80172000;-51.70103000
45875;Bairro Santos Dumont;4356;-20.79284000;-51.70059000
45876;Jardim Planalto;4356;-20.79556000;-51.68742000
45877;Vila Popular;4356;-20.81132000;-51.71074000
45878;Parque Residencial Osmar F Dutra;4356;-20.79484000;-51.68077000
45879;Parque Residencial Jamel Ville;4356;-20.80741000;-51.72457000
45880;Jardim das Orquídeas;4356;-20.81617000;-51.71946000
45881;Ipê;4356;-20.81446000;-51.68206000
45882;Vila Haro;4356;-20.80652000;-51.72579000
45883;Jardim Noroeste;4356;-20.77602000;-51.71338000
45884;Jardim das Oliveiras;4356;-20.79414000;-51.71774000
45885;Jardim Moçambique;4356;-20.81030000;-51.72755000
45886;Jardim Aeroporto;4356;-20.79484000;-51.68077000
45887;Jardim Esperança;4356;-20.79618000;-51.70961000
45888;Jardim Itamarati;4356;-20.80118000;-51.72474000
45889;Jardim Flamboyant;4356;-20.80136000;-51.73496000
45890;Jardim Maristela;4356;-20.79999000;-51.69705000
45891;Jardim Guaporé;4356;-20.00187000;-52.44265000
45892;Vila São José;4356;-20.79392000;-51.72779000
45893;Jardim Rodrigues;4356;-20.80108000;-51.72934000
45894;Jardim Capilé;4356;-20.79222000;-51.73993000
45895;Vila dos Ferroviários;4356;-20.80615000;-51.72613000
45896;Jardim Vila Verde;4356;-20.79484000;-51.68077000
45897;Jardim das Violetas;4356;-20.79818000;-51.74014000
45898;Conjunto Habitacional Imperial;4356;-20.44653000;-54.55362000
45899;Chácara Imperial;4356;-20.80355000;-51.74612000
45900;Interlagos;4356;-20.77712000;-51.71139000
45901;Vila Coimbra;4356;-20.77952000;-51.70817000
45902;Jardim Progresso;4356;-20.78623000;-51.73080000
45903;Jardim Bela Vista;4356;-20.77879000;-51.72297000
45904;Santa Luzia;4356;-20.78881000;-51.72996000
45905;Vila Clementina;4356;-20.80727000;-51.72482000
45906;Jardim Roriz;4356;-20.78714000;-51.71843000
45907;Alto da Boa Vista;4356;-20.76884000;-51.71947000
45908;Jardim Carandá;4356;-20.79766000;-51.70568000
45909;Novo Oeste;4356;-20.77050000;-51.68649000
45910;Novo Oeste II;4356;-20.79484000;-51.68077000
45911;Parque Residencial Orestes Prata Tibery Junior;4356;-20.79484000;-51.68077000
45912;Jardim Dourados;4356;-20.76903000;-51.70313000
45913;Jardim das Paineiras;4356;-20.78110000;-51.70985000
45914;Jardim Santa Aurélia;4356;-20.77364000;-51.69944000
45915;Jardim Santa Lourdes;4356;-20.77768000;-51.71040000
45916;Recanto das Palmeiras;4356;-20.76060000;-51.70342000
45917;Nova Europa;4356;-20.79484000;-51.68077000
45918;Residencial Montanini;4356;-20.79484000;-51.68077000
45919;Portal das Araras;4356;-19.37989000;-54.57145000
45920;Jardim Novo Aeroporto;4356;-20.79484000;-51.68077000
45921;São Jorge;4356;-20.79284000;-51.70059000
45922;Jardim Santo André;4356;-20.77281910;-51.70209520
45923;Jardim Morumbi;4356;-20.76860000;-51.68845000
45924;Jardim Paranapunga;4356;-20.77211000;-51.68413000
45925;Vila Santana;4356;-20.77312000;-51.69141000
45926;Jardim Primavera;4356;-20.79484000;-51.68077000
45927;Jardim Nova Americana;4356;-20.79484000;-51.68077000
45928;Jardim Oiti;4356;-20.78658000;-51.68721000
45929;Jardim Residencial Atenas;4356;-20.78084000;-51.67512000
45930;Jardim das Acácias;4356;-20.77652250;-51.68075810
45931;Jardim Independência II;4356;-20.77028000;-51.71914000
45932;Jardim Guaporé II;4356;-20.77873000;-51.71301000
45933;Distrito Industrial Varginha;4356;-20.77980000;-51.67010000
45934;Residencial Villa Dumont;4356;-20.75206570;-51.68999090
45935;Village do Lago;4356;-20.44605000;-54.60523000
45936;Área Rural de Três Lagoas;4356;-20.44147000;-54.65529000
45937;Centro;4357;-21.46618000;-52.32548000
45938;Centro;4358;-20.44736000;-52.87826000
45939;Centro;4359;-21.29878000;-52.82538000
45940;Centro;4360;-22.37871000;-54.51003000
45941;Centro;4361;-22.53818000;-54.45197000
45942;Centro;4362;-22.22597000;-54.80350000
45943;Centro;4363;-22.49374000;-54.15782000
45944;Centro;4364;-20.55665000;-54.59885000
45945;Centro;4365;-22.65465000;-53.85889000
45946;Centro;4366;-22.24920000;-53.34576000
45947;Centro;4367;-21.47126000;-56.12875000
45948;Centro;4368;-20.78039000;-51.70825000
45949;Centro;4369;-22.18512000;-52.71845000
45950;Centro;4370;-21.72469000;-52.41549000
45951;Centro Cívico;4371;-22.16455000;-53.76957000
45952;Centro;4371;-22.05210000;-54.06982000
45953;Ipezal;4371;-22.05421000;-54.06916000
45954;Centro;4372;-22.28103000;-54.16836000
45955;Vila União;4372;-22.11220000;-54.16871000
45956;Centro;4373;-22.22812000;-54.80099000
45957;Jardim América;4373;-22.22941000;-54.81922000
45958;Jardim Central;4373;-22.22378000;-54.81547000
45959;Jardim Caramuru;4373;-22.22586000;-54.79506000
45960;Jardim São Pedro;4373;-22.23598000;-54.80147000
45961;Vila Santo André;4373;-22.21486000;-54.80390000
45962;Jardim Água Boa;4373;-22.23427000;-54.79924000
45963;Jardim Rasslem;4373;-22.25389000;-54.80564000
45964;Jardim Independência;4373;-22.22603000;-54.77303000
45965;Jardim Maringá;4373;-22.22318000;-54.82513000
45966;Vila Amaral;4373;-22.23374000;-54.81980000
45967;Jardim Itália;4373;-22.23656000;-54.81850000
45968;Vila Erondina;4373;-22.22622000;-54.83269000
45969;Vila Cachoeirinha;4373;-22.24609000;-54.80748000
45970;Jardim Londrina;4373;-22.23722000;-54.81431000
45971;Cohab Ii;4373;-22.24394000;-54.82504000
45972;Vila Almeida;4373;-22.23007000;-54.82554000
45973;Jardim Hilda;4373;-22.22911000;-54.81093000
45974;Campo Dourado;4373;-22.24102000;-54.74484000
45975;Jardim Itapiri;4373;-22.24594000;-54.81264000
45976;Residencial Kairós;4373;-22.22643000;-54.73996000
45977;Chácaras Trevo;4373;-22.18034000;-54.67162000
45978;Jardim Syria Rasselen;4373;-22.25389000;-54.80564000
45979;Chácara Ypê;4373;-22.13200000;-54.61633000
45980;Sitioca Ouro Fino;4373;-22.25346000;-54.79127000
